base_ref,base_sha,closed_at,created_at,draft,head_ref,head_sha,html_url,merge_commit_sha,merged_at,number,state,title,updated_at,user,files_changed,additions,deletions,changes,deletion_ratio,touch_main_js,touch_config_js,touch_anchorage,touch_landmark,touch_validator,added_files,modified_files,removed_files,filenames,kw_stale,kw_rollback,kw_sparse,kw_post_array,kw_duplicate,kw_green_but_bad,kw_not_merge_safe,kw_merge_safe_positive,comment_count,comment_chars,risk_comment_label,title_cosmic_batch,title_landmark,title_fix,slot_start,slot_end,slot_span,merged,closed_unmerged,open,created_hour_utc,created_date,minutes_since_prev_merge,merges_prior_30m,prs_created_prior_30m,git_base_exists,git_head_exists,git_merge_sha_exists,git_merge_base_sha,git_base_is_ancestor_of_head,git_merge_base_is_base,git_commits_behind_base,git_commits_ahead_base,git_files_changed,git_additions,git_deletions,git_changes,git_deletion_ratio,git_filenames,git_touch_main_js,git_touch_config_js,git_touch_anchorage,git_touch_landmark,git_touch_validator,git_added_files,git_modified_files,git_removed_files,git_renamed_or_copied_files,git_base_cosmic_sights,git_head_cosmic_sights,git_cosmic_sights_delta
main,887dd671c032374875950b002a5fc185c65a7f33,2026-05-08 17:51:03+00:00,2026-05-08 17:50:29+00:00,False,gemini-batch-134-remnants,6c82cccd32a984e620ab55ed7a53843f8e1409c7,https://github.com/ai-village-agents/the-universe/pull/337,efdef8f988d70ef07ea8ad419af727de845296a6,2026-05-08 17:51:03+00:00,337,closed,"Batch 134: Exotic Stellar Remnants (11,626-11,650)",2026-05-08 17:51:03+00:00,gemini-3-1-pro,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-08,1.55,20,44,1,1,1,887dd671c032374875950b002a5fc185c65a7f33,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,efdef8f988d70ef07ea8ad419af727de845296a6,2026-05-08 17:55:27+00:00,2026-05-08 17:52:06+00:00,False,gemini-batch-135-geology,fe27dfe3f651756a08b4437499776491dfc00de7,https://github.com/ai-village-agents/the-universe/pull/338,,,338,closed,"Batch 135: Exoplanetary Geology & Tectonics (11,751-11,775)",2026-05-08 17:55:27+00:00,gemini-3-1-pro,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,1,0,17,2026-05-08,1.05,20,42,1,1,0,efdef8f988d70ef07ea8ad419af727de845296a6,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,efdef8f988d70ef07ea8ad419af727de845296a6,2026-05-08 17:53:27+00:00,2026-05-08 17:52:16+00:00,False,opus45-nucleosynthesis-v1,58fcf2f49bba025a843cc972496c74d451780218,https://github.com/ai-village-agents/the-universe/pull/339,,,339,closed,"Batch: Stellar Nucleosynthesis (25 cosmic sights, 11601-11625)",2026-05-08 17:53:27+00:00,claude-opus-4-5,1,27,1,28,0.03571428571428571,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11601.0,11625.0,25.0,0,1,0,17,2026-05-08,1.2166666666666666,20,42,1,1,0,887dd671c032374875950b002a5fc185c65a7f33,0,0,1,1,1,27,202,229,0.8820960698689956,main.js,1,0,0,0,0,0,1,0,0,,,
main,5a90ea1b768108fad7307a5fc78fd16ca2b5346d,2026-05-08 18:04:51+00:00,2026-05-08 17:52:22+00:00,False,gpt55-minimal-hostile-landmark,951eabb0fd6a99ca052966596a740b3be184dac2,https://github.com/ai-village-agents/the-universe/pull/340,9d0cdd55d97311c1dcbc72cf92a3735dab09936d,2026-05-08 18:04:51+00:00,340,closed,Wire Hostile Environment World custom landmark,2026-05-08 18:04:54+00:00,gpt-5-5-village,2,35,1,36,0.027777777777777776,0,1,0,1,0,1,1,0,config.js;landmarks/gemini-2.5-pro-hostile-environment-world.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,17,2026-05-08,1.3166666666666667,20,42,1,1,1,5a90ea1b768108fad7307a5fc78fd16ca2b5346d,1,1,0,1,2,35,1,36,0.0277777777777777,config.js;landmarks/gemini-2.5-pro-hostile-environment-world.js,0,1,0,1,0,1,1,0,0,,,
main,efdef8f988d70ef07ea8ad419af727de845296a6,2026-05-08 17:53:56+00:00,2026-05-08 17:53:29+00:00,False,opus47-anchorage-v116,9f64e86406ad66146c1ea2426de1339039f51d6b,https://github.com/ai-village-agents/the-universe/pull/341,14023efb4dc054c341258c7f984c85a2d5f6be9a,2026-05-08 17:53:56+00:00,341,closed,"Anchorage v116: tide chart workshop, iceboat race, shellfish auction",2026-05-08 17:53:56+00:00,claude-opus-4-7-village,1,166,0,166,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,17,2026-05-08,2.433333333333333,19,40,1,1,1,efdef8f988d70ef07ea8ad419af727de845296a6,1,1,0,1,1,166,0,166,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,14023efb4dc054c341258c7f984c85a2d5f6be9a,2026-05-08 17:55:13+00:00,2026-05-08 17:53:38+00:00,False,opus45-nucleosynthesis-v2,ceb2ef687627609e0f3649006aad02aea44518a0,https://github.com/ai-village-agents/the-universe/pull/342,36dd5523b58497e0efa3e8b64ae505fc90eb7536,2026-05-08 17:55:13+00:00,342,closed,"Batch: Stellar Nucleosynthesis (25 cosmic sights, 11626-11650)",2026-05-08 17:55:13+00:00,claude-opus-4-5,1,27,1,28,0.03571428571428571,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11626.0,11650.0,25.0,1,0,0,17,2026-05-08,2.5833333333333335,19,41,1,1,1,14023efb4dc054c341258c7f984c85a2d5f6be9a,1,1,0,1,1,27,1,28,0.0357142857142857,main.js,1,0,0,0,0,0,1,0,0,,,
main,043b4ceaa3670d11b5f635a21cd9b6f47b2ab4ef,2026-05-08 18:12:49+00:00,2026-05-08 17:55:23+00:00,False,haiku-batch-131-supernova,5231f209d316a2cbeba7d915a96b2c69b604fcef,https://github.com/ai-village-agents/the-universe/pull/343,dd1f0b00ca69f1827c2a0826f7f791a1b9b1b2b9,2026-05-08 18:12:49+00:00,343,closed,"Batch 131: Supernova Nucleosynthesis (11,626-11,650)",2026-05-08 18:12:52+00:00,claudehaiku45,1,151,0,151,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-08,0.16666666666666666,19,40,1,1,1,043b4ceaa3670d11b5f635a21cd9b6f47b2ab4ef,1,1,0,1,1,151,0,151,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,36dd5523b58497e0efa3e8b64ae505fc90eb7536,2026-05-08 17:56:34+00:00,2026-05-08 17:55:41+00:00,False,opus47-anchorage-v117,5ba2cb35bdd7160236ab4593dc89834870d09641,https://github.com/ai-village-agents/the-universe/pull/344,ead5c839cf589aec4129cc309c3f01c831c9acb9,2026-05-08 17:56:34+00:00,344,closed,"Anchorage v117: accordion duet, ukulele circle, lighthouse keeper portrait",2026-05-08 17:56:34+00:00,claude-opus-4-7-village,1,161,0,161,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,17,2026-05-08,0.4666666666666667,19,40,1,1,1,36dd5523b58497e0efa3e8b64ae505fc90eb7536,1,1,0,1,1,161,0,161,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,ead5c839cf589aec4129cc309c3f01c831c9acb9,2026-05-08 17:58:36+00:00,2026-05-08 17:56:45+00:00,False,gemini-batch-136-geology,96457749110e8909de611386f5f7a8046b0024c3,https://github.com/ai-village-agents/the-universe/pull/345,,,345,closed,"Batch 136: Exoplanetary Geology & Tectonics (11,726-11,750)",2026-05-08 17:58:37+00:00,gemini-3-1-pro,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,1,0,17,2026-05-08,0.18333333333333332,19,40,1,1,0,36dd5523b58497e0efa3e8b64ae505fc90eb7536,0,0,1,1,2,201,161,362,0.4447513812154696,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
main,ead5c839cf589aec4129cc309c3f01c831c9acb9,2026-05-08 17:58:05+00:00,2026-05-08 17:56:49+00:00,False,haiku-batch-132-stellar-chaos,3ff7e438b88608cb1f3fc1c9564fa421a6801ec9,https://github.com/ai-village-agents/the-universe/pull/346,ce26444ebcb8b30609ccbab5935b47815f4b123e,2026-05-08 17:58:05+00:00,346,closed,"Batch 132: Stellar Chaos & Dynamical Systems (11,701-11,725)",2026-05-08 17:58:05+00:00,claudehaiku45,1,151,0,151,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-08,0.25,19,41,1,1,1,ead5c839cf589aec4129cc309c3f01c831c9acb9,1,1,0,1,1,151,0,151,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,189f8e52cf5163ffb14111958f68cd6ac4af2b70,2026-05-08 18:01:28+00:00,2026-05-08 17:57:35+00:00,False,opus45-moons-v1,bcce3440fe5a21c7a11454321703557cb1135ba7,https://github.com/ai-village-agents/the-universe/pull/347,8663c6db183f940aba7aed9dfd1f67fe83753e0a,2026-05-08 18:01:28+00:00,347,closed,"Batch: Solar System Moons (25 cosmic sights, 11651-11675)",2026-05-08 18:01:28+00:00,claude-opus-4-5,1,27,1,28,0.03571428571428571,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11651.0,11675.0,25.0,1,0,0,17,2026-05-08,1.0166666666666666,18,40,1,1,1,189f8e52cf5163ffb14111958f68cd6ac4af2b70,1,1,0,1,1,27,1,28,0.0357142857142857,main.js,1,0,0,0,0,0,1,0,0,,,
main,ce26444ebcb8b30609ccbab5935b47815f4b123e,2026-05-08 17:59:34+00:00,2026-05-08 17:58:51+00:00,False,haiku-batch-133-quantum-entanglement,aec505dca41ac930cb2aef0f86a67938c93fecc6,https://github.com/ai-village-agents/the-universe/pull/348,189f8e52cf5163ffb14111958f68cd6ac4af2b70,2026-05-08 17:59:33+00:00,348,closed,"Batch 133: Quantum Entanglement & Non-locality (11,726-11,750)",2026-05-08 17:59:34+00:00,claudehaiku45,1,151,0,151,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-08,0.7666666666666667,18,41,1,1,1,ce26444ebcb8b30609ccbab5935b47815f4b123e,1,1,0,1,1,151,0,151,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,ce26444ebcb8b30609ccbab5935b47815f4b123e,2026-05-08 18:00:03+00:00,2026-05-08 17:59:06+00:00,False,gemini-batch-137-geology,8201008a87f2f99a5dad99ebee8041ea416785c8,https://github.com/ai-village-agents/the-universe/pull/349,,,349,closed,"Batch 137: Exoplanetary Geology & Tectonics (11,751-11,775)",2026-05-08 18:00:03+00:00,gemini-3-1-pro,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,1,0,17,2026-05-08,1.0166666666666666,18,42,1,1,0,ce26444ebcb8b30609ccbab5935b47815f4b123e,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,8663c6db183f940aba7aed9dfd1f67fe83753e0a,2026-05-08 18:02:10+00:00,2026-05-08 18:00:39+00:00,False,opus47-anchorage-v118,9c997fea3903d773ffa26eea43001f4ad1fe512b,https://github.com/ai-village-agents/the-universe/pull/350,4cc382ea888ac929919b9c612970397a79f960e1,2026-05-08 18:02:10+00:00,350,closed,"Anchorage v118: flag-raising, sculpture garden, food stalls + elapsed bugfix",2026-05-08 18:02:10+00:00,claude-opus-4-7-village,1,166,6,172,0.03488372093023256,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,1,0,0,18,2026-05-08,1.1,18,41,1,1,1,8663c6db183f940aba7aed9dfd1f67fe83753e0a,1,1,0,1,1,166,6,172,0.0348837209302325,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,8663c6db183f940aba7aed9dfd1f67fe83753e0a,2026-05-08 18:06:46+00:00,2026-05-08 18:01:35+00:00,False,gemini-batch-138-geology,aabf89deec4171999bf67b66238bdfb2a5cc3b0d,https://github.com/ai-village-agents/the-universe/pull/351,,,351,closed,"Batch 138: Exoplanetary Geology & Tectonics (11,701-11,725)",2026-05-08 18:06:46+00:00,gemini-3-1-pro,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,1,0,18,2026-05-08,0.11666666666666667,19,42,1,1,0,8663c6db183f940aba7aed9dfd1f67fe83753e0a,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,4cc382ea888ac929919b9c612970397a79f960e1,2026-05-08 18:03:38+00:00,2026-05-08 18:03:04+00:00,False,opus45-asteroids-v1,793bb1e5cbb7be33d8d840abbd2fdabfb226add2,https://github.com/ai-village-agents/the-universe/pull/352,5a90ea1b768108fad7307a5fc78fd16ca2b5346d,2026-05-08 18:03:38+00:00,352,closed,Batch: Asteroid & Comet Science (25 cosmic sights),2026-05-08 18:03:39+00:00,claude-opus-4-5,1,27,1,28,0.03571428571428571,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,18,2026-05-08,0.9,19,43,1,1,1,4cc382ea888ac929919b9c612970397a79f960e1,1,1,0,1,1,27,1,28,0.0357142857142857,main.js,1,0,0,0,0,0,1,0,0,,,
main,d49e3644b280cfbfe1a20a351961176857d3c7ef,2026-05-08 18:07:23+00:00,2026-05-08 18:05:04+00:00,False,opus45-rings-v1,bc40d1da0726a9a626add728e781944574f186b5,https://github.com/ai-village-agents/the-universe/pull/353,b0973601eb264817004efcab8324c0bd4ff882b7,2026-05-08 18:07:23+00:00,353,closed,Batch: Planetary Ring Systems (25 cosmic sights),2026-05-08 18:07:26+00:00,claude-opus-4-5,1,27,1,28,0.03571428571428571,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,18,2026-05-08,0.21666666666666667,20,41,1,1,1,d49e3644b280cfbfe1a20a351961176857d3c7ef,1,1,0,1,1,27,1,28,0.0357142857142857,main.js,1,0,0,0,0,0,1,0,0,,,
main,b0973601eb264817004efcab8324c0bd4ff882b7,2026-05-08 18:09:02+00:00,2026-05-08 18:08:27+00:00,False,gemini-batch-139-geology-retry,ec4a8e948b38b28c0f20deee208bcc91e8f4752c,https://github.com/ai-village-agents/the-universe/pull/354,773bd45e4d68978f66168e123dd5963334afa5d9,2026-05-08 18:09:02+00:00,354,closed,"Batch 139: Exoplanetary Geology & Tectonics (11,776-11,800)",2026-05-08 18:09:02+00:00,gemini-3-1-pro,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,18,2026-05-08,1.0666666666666667,21,36,1,1,1,b0973601eb264817004efcab8324c0bd4ff882b7,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,773bd45e4d68978f66168e123dd5963334afa5d9,2026-05-08 18:10:11+00:00,2026-05-08 18:08:53+00:00,False,opus45-magnetars-v1,23f5a7d37e25026f5042b7eee370cb4ede9a257c,https://github.com/ai-village-agents/the-universe/pull/355,729641306252641814d4660816e2976670a81c9b,2026-05-08 18:10:11+00:00,355,closed,Batch: Magnetar Physics (25 cosmic sights),2026-05-08 18:10:13+00:00,claude-opus-4-5,1,27,1,28,0.03571428571428571,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,18,2026-05-08,1.5,20,37,1,1,1,773bd45e4d68978f66168e123dd5963334afa5d9,1,1,0,1,1,27,1,28,0.0357142857142857,main.js,1,0,0,0,0,0,1,0,0,,,
main,751b0d1649faada66fc096024c5787c4d8f0c3ce,2026-05-08 18:21:04+00:00,2026-05-08 18:09:46+00:00,False,cosmic-sights-11901-11925,0438ff7aed6721997ac91d741e3703871d86e144,https://github.com/ai-village-agents/the-universe/pull/356,ddf4d6c0f97714b22d14068da9501e08cd36d440,,356,closed,feat: add 25 new cosmic sights (11901-11925),2026-05-08 18:21:04+00:00,gemini-25-pro-collab,1,152,1,153,0.006535947712418301,1,0,0,0,0,0,1,0,main.js,1,0,0,0,0,0,0,0,1,332,1,1,0,0,11901.0,11925.0,25.0,0,1,0,18,2026-05-08,0.7333333333333333,21,36,1,1,0,751b0d1649faada66fc096024c5787c4d8f0c3ce,1,1,0,1,1,152,1,153,0.0065359477124183,main.js,1,0,0,0,0,0,1,0,0,,,
main,729641306252641814d4660816e2976670a81c9b,2026-05-08 18:11:15+00:00,2026-05-08 18:10:39+00:00,False,gemini-batch-141-astrobiology,a9eec2841b9f9bdd8138d77263cf0a872996ef5c,https://github.com/ai-village-agents/the-universe/pull/357,751b0d1649faada66fc096024c5787c4d8f0c3ce,2026-05-08 18:11:15+00:00,357,closed,"Batch 141: Astrobiological Precursors & Habitats (11,826-11,850)",2026-05-08 18:11:15+00:00,gemini-3-1-pro,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,18,2026-05-08,0.4666666666666667,21,36,1,1,1,729641306252641814d4660816e2976670a81c9b,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,751b0d1649faada66fc096024c5787c4d8f0c3ce,2026-05-08 18:12:04+00:00,2026-05-08 18:10:52+00:00,False,opus47-anchorage-v119,8e28af56ea9bb437deeddec3a938fd8d7b674c44,https://github.com/ai-village-agents/the-universe/pull/358,043b4ceaa3670d11b5f635a21cd9b6f47b2ab4ef,2026-05-08 18:12:04+00:00,358,closed,"Anchorage v119: pier balloon vendor, coastal ranger station, beach didgeridoo player",2026-05-08 18:12:04+00:00,claude-opus-4-7-village,1,154,0,154,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,18,2026-05-08,0.6833333333333333,21,37,1,1,1,751b0d1649faada66fc096024c5787c4d8f0c3ce,1,1,0,1,1,154,0,154,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,38ad9e96273f0b7ebe874d99adefb950fd791f43,2026-05-08 18:21:02+00:00,2026-05-08 18:11:36+00:00,False,k2-6-batch-137,a531c717cee680df8c0cf7c59e44171abacb19ac,https://github.com/ai-village-agents/the-universe/pull/359,,,359,closed,"Batch 137: Exoplanet Atmospheres & Biosignatures (11,826-11,850)",2026-05-08 18:21:02+00:00,kimi-k26,1,26,1,27,0.037037037037037035,1,0,0,0,0,0,1,0,main.js,1,0,0,0,0,0,0,0,1,332,1,1,0,0,,,,0,1,0,18,2026-05-08,0.35,21,36,1,1,0,38ad9e96273f0b7ebe874d99adefb950fd791f43,1,1,0,1,1,26,1,27,0.037037037037037,main.js,1,0,0,0,0,0,1,0,0,,,
main,751b0d1649faada66fc096024c5787c4d8f0c3ce,2026-05-08 18:21:00+00:00,2026-05-08 18:12:00+00:00,False,haiku-batch-140-stellar-mass,af42150fa9d812f2596f0e80b61a6b844f95a356,https://github.com/ai-village-agents/the-universe/pull/360,,,360,closed,"Batch 140: Stellar Mass & Mortality (11,826-11,850)",2026-05-08 18:21:00+00:00,claudehaiku45,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,1,0,0,0,0,0,0,0,1,332,1,1,0,0,,,,0,1,0,18,2026-05-08,0.75,21,36,1,1,0,773bd45e4d68978f66168e123dd5963334afa5d9,0,0,2,1,1,158,184,342,0.5380116959064327,main.js,1,0,0,0,0,0,1,0,0,,,
main,043b4ceaa3670d11b5f635a21cd9b6f47b2ab4ef,2026-05-08 18:20:34+00:00,2026-05-08 18:12:42+00:00,False,gemini-batch-142-jets,0cbe135956832b7540fc9e3ed31c05f3b2130083,https://github.com/ai-village-agents/the-universe/pull/361,,,361,closed,"Batch 142: Relativistic Jets & Active Galactic Nuclei (11,851-11,875)",2026-05-08 18:20:36+00:00,gemini-3-1-pro,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,1,0,18,2026-05-08,0.6333333333333333,21,35,1,1,0,751b0d1649faada66fc096024c5787c4d8f0c3ce,0,0,1,1,2,201,154,355,0.4338028169014084,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
main,dd1f0b00ca69f1827c2a0826f7f791a1b9b1b2b9,2026-05-08 18:14:09+00:00,2026-05-08 18:13:38+00:00,False,haiku-batch-141-atmospheric,b065aa64bb4094b963a92adfb92375fb1b33fcac,https://github.com/ai-village-agents/the-universe/pull/362,7ef0c30d40f81748ad4ed191eac355ffa0b5e1f6,2026-05-08 18:14:09+00:00,362,closed,"Batch 141: Exoplanetary Atmospheric Dynamics (11,901-11,925)",2026-05-08 18:14:10+00:00,claudehaiku45,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,18,2026-05-08,0.8166666666666667,21,35,1,1,1,dd1f0b00ca69f1827c2a0826f7f791a1b9b1b2b9,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,7ef0c30d40f81748ad4ed191eac355ffa0b5e1f6,2026-05-08 18:14:53+00:00,2026-05-08 18:13:41+00:00,False,opus47-anchorage-v120,1373ba069d859a4e25bbaddba24d6fd3236261c3,https://github.com/ai-village-agents/the-universe/pull/363,a8a151d7197d70fafd5d835239d5e3265bb32ec0,2026-05-08 18:14:52+00:00,363,closed,"Anchorage v120: pier shadow puppet show, coastal lichen photography, beach ice sculpture demo",2026-05-08 18:14:53+00:00,claude-opus-4-7-village,1,149,0,149,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,18,2026-05-08,0.8666666666666667,21,36,1,1,1,7ef0c30d40f81748ad4ed191eac355ffa0b5e1f6,1,1,0,1,1,149,0,149,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,a8a151d7197d70fafd5d835239d5e3265bb32ec0,2026-05-08 18:20:58+00:00,2026-05-08 18:14:47+00:00,False,haiku-batch-142-transients,7fb56c4db21235e594dece5be5e5fa28c2865841,https://github.com/ai-village-agents/the-universe/pull/364,,,364,closed,"Batch 142: High-Energy Transient Phenomena (11,926-11,950)",2026-05-08 18:20:58+00:00,claudehaiku45,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,1,0,0,0,0,0,0,0,1,332,1,1,0,0,,,,0,1,0,18,2026-05-08,0.6333333333333333,21,35,1,1,0,a8a151d7197d70fafd5d835239d5e3265bb32ec0,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,a8a151d7197d70fafd5d835239d5e3265bb32ec0,2026-05-08 18:16:17+00:00,2026-05-08 18:14:47+00:00,False,opus45-neutrino-v2,7d187a292749aeb6ca19bd76f86f6c7af3d411f6,https://github.com/ai-village-agents/the-universe/pull/365,535639eb73885008ab8b09d8983fab8336d5c477,2026-05-08 18:16:17+00:00,365,closed,"Batch: Neutrino Astronomy (25 cosmic sights, 11901-11925)",2026-05-08 18:16:17+00:00,claude-opus-4-5,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11901.0,11925.0,25.0,1,0,0,18,2026-05-08,0.6333333333333333,21,35,1,1,1,a8a151d7197d70fafd5d835239d5e3265bb32ec0,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,38ad9e96273f0b7ebe874d99adefb950fd791f43,2026-05-08 18:18:47+00:00,2026-05-08 18:15:55+00:00,False,gpt54-lensing-applications-11926-11950,cd499046f95b31922ab4e1eb2b96e0c209753a12,https://github.com/ai-village-agents/the-universe/pull/366,e026173e95ef3a6afb8e9b0ab0583ff70b3ca480,2026-05-08 18:18:47+00:00,366,closed,Add 25 cosmic sights: Gravitational Lensing Applications,2026-05-08 18:18:47+00:00,gpt-5-4,1,126,0,126,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,18,2026-05-08,1.05,21,33,1,1,1,38ad9e96273f0b7ebe874d99adefb950fd791f43,1,1,0,1,1,126,0,126,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,535639eb73885008ab8b09d8983fab8336d5c477,2026-05-08 18:17:22+00:00,2026-05-08 18:16:14+00:00,False,opus47-anchorage-v121,5fdd8f562bcaec022c337a8b64c7f43f96f9f2d9,https://github.com/ai-village-agents/the-universe/pull/367,38ad9e96273f0b7ebe874d99adefb950fd791f43,2026-05-08 18:17:22+00:00,367,closed,"Anchorage v121: pier zither player, coastal seaweed harvester, beach bocce children",2026-05-08 18:17:22+00:00,claude-opus-4-7-village,1,124,0,124,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,18,2026-05-08,1.3666666666666667,21,34,1,1,1,535639eb73885008ab8b09d8983fab8336d5c477,1,1,0,1,1,124,0,124,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,90d6d9c624727af3f737eb65822277fab6ffe3b0,2026-05-08 18:20:53+00:00,2026-05-08 18:17:48+00:00,False,opus45-vhe-gamma-v1,eed44e840662dea68e90de7e5d26a32176a7a4b5,https://github.com/ai-village-agents/the-universe/pull/368,aeed0223b4d0d5c2aae1d0914e5d46ca394394e5,2026-05-08 18:20:53+00:00,368,closed,"Batch: Very High Energy Gamma Rays (25 cosmic sights, 11926-11950)",2026-05-08 18:20:56+00:00,claude-opus-4-5,1,201,0,201,0.0,1,0,0,0,0,0,1,0,main.js,1,0,0,0,0,0,0,0,1,332,1,1,0,0,11926.0,11950.0,25.0,1,0,0,18,2026-05-08,0.43333333333333335,22,33,1,1,1,90d6d9c624727af3f737eb65822277fab6ffe3b0,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,e026173e95ef3a6afb8e9b0ab0583ff70b3ca480,2026-05-08 18:19:39+00:00,2026-05-08 18:18:46+00:00,False,opus47-anchorage-v122,02a18b9774f9d54c2c79716c3937fcc6c9b6718a,https://github.com/ai-village-agents/the-universe/pull/369,90d6d9c624727af3f737eb65822277fab6ffe3b0,2026-05-08 18:19:39+00:00,369,closed,"Anchorage v122: pier tarot reader, coastal lobster trap workshop, pier salt-water taffy machine",2026-05-08 18:19:39+00:00,claude-opus-4-7-village,1,145,0,145,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,18,2026-05-08,1.4,22,34,1,1,1,e026173e95ef3a6afb8e9b0ab0583ff70b3ca480,1,1,0,1,1,145,0,145,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
