number,git_base_exists,git_head_exists,git_merge_sha_exists,git_merge_base_sha,git_base_is_ancestor_of_head,git_merge_base_is_base,git_commits_behind_base,git_commits_ahead_base,git_files_changed,git_additions,git_deletions,git_changes,git_deletion_ratio,git_filenames,git_touch_main_js,git_touch_config_js,git_touch_anchorage,git_touch_landmark,git_touch_validator,git_added_files,git_modified_files,git_removed_files,git_renamed_or_copied_files,git_base_cosmic_sights,git_head_cosmic_sights,git_cosmic_sights_delta
294,1,1,0,1b185b050440b558b7a4c0a816c1e0cbc554bffe,1,1,0,1,1,126,1,127,0.007874015748031496,main.js,1,0,0,0,0,0,1,0,0,,,
295,1,1,1,a4ace3cb9a10635f0a33d1341c0428f519183179,1,1,0,1,1,183,0,183,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
296,1,1,0,1b185b050440b558b7a4c0a816c1e0cbc554bffe,0,0,1,1,1,25,225,250,0.9,main.js,1,0,0,0,0,0,1,0,0,,,
297,1,1,0,a4ace3cb9a10635f0a33d1341c0428f519183179,1,1,0,1,1,225,0,225,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
298,1,1,1,41e9d35fe4e264262f104f5ce23fa576f6ede3f4,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
299,1,1,0,50920ab6f94069ef7e245d8c81f222df7d11735d,0,0,816,1,106,1064,47982,49046,0.9783060800065245,.github/workflows/validate-universe-strict.yml;.github/workflows/validate.yml;DAY399_FINAL_REPORT.md;DAY400_4000_MILESTONE_CELEBRATION.md;DAY400_FINAL_ACHIEVEMENTS_COMPREHENSIVE.md;DAY400_FINAL_DASHBOARD.md;DAY400_FINAL_HOUR_SUMMARY.md;DEBUGGING_TOOLS_GUIDE.md;TEAM_COORDINATION_PROTOCOL.md;TEAM_UPDATE_1_15PM.md;achievements-debug.js;agent-activity.css;agent-activity.js;bookmark-3d-markers.js;challenge-ui.js;check-cosmic-sight-uniqueness.js;check-deployment.js;config.js;cosmic-sight-category-hud.js;cosmic-sight-category-milestones.js;cosmic-sight-compass.js;cosmic-sight-log.js;cosmic-sight-markers.js;cosmic-sight-milestones.js;cosmic-sight-progress-badge.js;cosmic-sight-tracker.js;cosmic-sights-atlas.js;final-day399-verification.js;index.html;landmarks/active-galactic-nucleus.js;landmarks/anchorage.js;landmarks/blazar.js;landmarks/blue-straggler.js;landmarks/bow-shock-nebula.js;landmarks/brown-dwarf.js;landmarks/canvas-landmark.js;landmarks/central-plaza.js;landmarks/cepheid-variable.js;landmarks/circumbinary-planet.js;landmarks/cosmic-comets.js;landmarks/cosmic-maelstrom.js;landmarks/cosmic-ray-shower.js;landmarks/cosmic-string.js;landmarks/cosmic-void.js;landmarks/dark-energy-bubble.js;landmarks/dark-matter-halo.js;landmarks/deep-pulsar-pings.js;landmarks/edge-garden.js;landmarks/exoplanet-system.js;landmarks/fast-radio-burst.js;landmarks/gamma-ray-burst.js;landmarks/globular-cluster.js;landmarks/herbig-haro-object.js;landmarks/hypervelocity-star.js;landmarks/interstellar-medium.js;landmarks/magnetar-burst.js;landmarks/narrative-connections.js;landmarks/neutron-star-crust-quake.js;landmarks/open-cluster.js;landmarks/pattern_archive.js;landmarks/planetary-nebula.js;landmarks/plaza-beacon.js;landmarks/plaza-fountain.js;landmarks/primordial-black-hole.js;landmarks/pulsar-wind-nebula.js;landmarks/radio-lobe.js;landmarks/red-giant.js;landmarks/relativistic-jet.js;landmarks/ring-galaxy.js;landmarks/rogue-planet.js;landmarks/seyfert-galaxy.js;landmarks/solar-flare.js;landmarks/stellar-wind-collision.js;landmarks/strata.js;landmarks/symbiotic-star.js;landmarks/thorne-zytkow-object.js;landmarks/welcome-obelisk.js;landmarks/white-dwarf.js;landmarks/wolf-rayet-star.js;main.js;map.html;monitor-webweaver.js;package-lock.json;package.json;photo-gallery.js;photo-mode.js;quick-test-summary.js;scripts/README.md;scripts/check-cosmic-sight-uniqueness.js;scripts/emergency_deduplicate_72_duplicates.js;scripts/pre-commit-hook-example;test-achievements-verification.js;test-integration-comprehensive.js;test-narrative-arcs-guide.md;test-narrative-webweaver.js;test-photo-gallery.js;test-universe-verification.js;test-verification-dashboard.html;test-webweaver-directory-fix.js;universe-events.js;validate-universe-source.js;verify-day400-features.js;verify-day400-final-hour.js;verify-fixes.js;visitor-tracker.js;world-visit-counter.js,1,1,1,1,1,0,24,82,0,,,
300,1,1,0,41e9d35fe4e264262f104f5ce23fa576f6ede3f4,1,1,0,1,1,125,0,125,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
301,1,1,1,e8c98565dbbe4da0ee776a9752cf0a2041d765d3,1,1,0,1,1,218,0,218,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
302,1,1,1,f142460249a6b27add7c575d8c944128449a68d1,1,1,0,1,1,126,1,127,0.007874015748031496,main.js,1,0,0,0,0,0,1,0,0,,,
303,1,1,0,41e9d35fe4e264262f104f5ce23fa576f6ede3f4,0,0,2,1,2,225,243,468,0.5192307692307693,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
304,1,1,1,050318d2b172985823311e6fcf48824ad90ff36a,1,1,0,1,1,174,0,174,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
305,1,1,1,4bebf0f555f19980110bce00728e81272be40496,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
306,1,1,0,050318d2b172985823311e6fcf48824ad90ff36a,0,0,1,1,2,225,174,399,0.43609022556390975,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
307,1,1,1,72b76fad0543b062827fe4548694211f48531e8d,1,1,0,1,1,193,0,193,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
308,1,1,1,a00ee2d19e03b9c69d8a90a17887cc4ad1d4e2a9,1,1,0,1,1,226,1,227,0.004405286343612335,main.js,1,0,0,0,0,0,1,0,0,,,
309,1,1,0,a00ee2d19e03b9c69d8a90a17887cc4ad1d4e2a9,0,0,1,1,1,25,225,250,0.9,main.js,1,0,0,0,0,0,1,0,0,,,
310,1,1,0,50920ab6f94069ef7e245d8c81f222df7d11735d,0,0,823,2,107,1100,48969,50069,0.9780303181609379,.github/workflows/validate-universe-strict.yml;.github/workflows/validate.yml;DAY399_FINAL_REPORT.md;DAY400_4000_MILESTONE_CELEBRATION.md;DAY400_FINAL_ACHIEVEMENTS_COMPREHENSIVE.md;DAY400_FINAL_DASHBOARD.md;DAY400_FINAL_HOUR_SUMMARY.md;DEBUGGING_TOOLS_GUIDE.md;TEAM_COORDINATION_PROTOCOL.md;TEAM_UPDATE_1_15PM.md;achievements-debug.js;agent-activity.css;agent-activity.js;bookmark-3d-markers.js;challenge-ui.js;check-cosmic-sight-uniqueness.js;check-deployment.js;config.js;cosmic-sight-category-hud.js;cosmic-sight-category-milestones.js;cosmic-sight-compass.js;cosmic-sight-log.js;cosmic-sight-markers.js;cosmic-sight-milestones.js;cosmic-sight-progress-badge.js;cosmic-sight-tracker.js;cosmic-sights-atlas.js;final-day399-verification.js;index.html;landmarks/active-galactic-nucleus.js;landmarks/anchorage.js;landmarks/blazar.js;landmarks/blue-straggler.js;landmarks/bow-shock-nebula.js;landmarks/brown-dwarf.js;landmarks/canvas-landmark.js;landmarks/central-plaza.js;landmarks/cepheid-variable.js;landmarks/circumbinary-planet.js;landmarks/cosmic-comets.js;landmarks/cosmic-maelstrom.js;landmarks/cosmic-ray-shower.js;landmarks/cosmic-string.js;landmarks/cosmic-void.js;landmarks/dark-energy-bubble.js;landmarks/dark-matter-halo.js;landmarks/deep-pulsar-pings.js;landmarks/edge-garden.js;landmarks/exoplanet-system.js;landmarks/fast-radio-burst.js;landmarks/gamma-ray-burst.js;landmarks/gemini-2.5-pro-hostile-environment-world.js;landmarks/globular-cluster.js;landmarks/herbig-haro-object.js;landmarks/hypervelocity-star.js;landmarks/interstellar-medium.js;landmarks/magnetar-burst.js;landmarks/narrative-connections.js;landmarks/neutron-star-crust-quake.js;landmarks/open-cluster.js;landmarks/pattern_archive.js;landmarks/planetary-nebula.js;landmarks/plaza-beacon.js;landmarks/plaza-fountain.js;landmarks/primordial-black-hole.js;landmarks/pulsar-wind-nebula.js;landmarks/radio-lobe.js;landmarks/red-giant.js;landmarks/relativistic-jet.js;landmarks/ring-galaxy.js;landmarks/rogue-planet.js;landmarks/seyfert-galaxy.js;landmarks/solar-flare.js;landmarks/stellar-wind-collision.js;landmarks/strata.js;landmarks/symbiotic-star.js;landmarks/thorne-zytkow-object.js;landmarks/welcome-obelisk.js;landmarks/white-dwarf.js;landmarks/wolf-rayet-star.js;main.js;map.html;monitor-webweaver.js;package-lock.json;package.json;photo-gallery.js;photo-mode.js;quick-test-summary.js;scripts/README.md;scripts/check-cosmic-sight-uniqueness.js;scripts/emergency_deduplicate_72_duplicates.js;scripts/pre-commit-hook-example;test-achievements-verification.js;test-integration-comprehensive.js;test-narrative-arcs-guide.md;test-narrative-webweaver.js;test-photo-gallery.js;test-universe-verification.js;test-verification-dashboard.html;test-webweaver-directory-fix.js;universe-events.js;validate-universe-source.js;verify-day400-features.js;verify-day400-final-hour.js;verify-fixes.js;visitor-tracker.js;world-visit-counter.js,1,1,1,1,1,1,24,82,0,,,
311,1,1,1,890c28d026c6d56329e32a4f02217d14d948d435,1,1,0,1,1,125,0,125,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
312,1,1,0,890c28d026c6d56329e32a4f02217d14d948d435,0,0,1,1,1,25,125,150,0.8333333333333334,main.js,1,0,0,0,0,0,1,0,0,,,
313,1,1,1,f483a56d5c74fef490d3b3e3d7fdef0dc5da198a,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
314,1,1,1,76541dfded971894727f19e9b04848b9bb6e553a,1,1,0,1,1,126,1,127,0.007874015748031496,main.js,1,0,0,0,0,0,1,0,0,,,
315,1,1,0,f483a56d5c74fef490d3b3e3d7fdef0dc5da198a,0,0,1,1,1,200,25,225,0.1111111111111111,main.js,1,0,0,0,0,0,1,0,0,,,
316,1,1,0,f483a56d5c74fef490d3b3e3d7fdef0dc5da198a,0,0,1,1,1,28,26,54,0.48148148148148145,main.js,1,0,0,0,0,0,1,0,0,,,
317,1,1,1,4e99e3eae07f93841d0774a8ab3da927a208838e,1,1,0,1,1,156,0,156,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
318,1,1,0,4e99e3eae07f93841d0774a8ab3da927a208838e,0,0,1,1,2,27,156,183,0.8524590163934426,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
319,1,1,0,76541dfded971894727f19e9b04848b9bb6e553a,1,1,0,1,1,201,1,202,0.0049504950495049506,main.js,1,0,0,0,0,0,1,0,0,,,
320,1,1,1,6aa2d4624a70f1a3654ae99dce885210d9275708,1,1,0,1,1,156,0,156,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
321,1,1,0,4e99e3eae07f93841d0774a8ab3da927a208838e,0,0,2,1,2,128,282,410,0.6878048780487804,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
322,1,1,1,276d388612c7a865c4996aa365689f29d9ecc439,1,1,0,1,1,27,0,27,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
323,1,1,1,ee09f59b04b852ea683f12115ee00842b3a0e5ad,1,1,0,1,1,125,0,125,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
324,1,1,0,ee09f59b04b852ea683f12115ee00842b3a0e5ad,0,0,1,1,1,26,125,151,0.8278145695364238,main.js,1,0,0,0,0,0,1,0,0,,,
325,1,1,1,c54b25f919d47c1782498665853c81880b1f2950,1,1,0,1,1,151,0,151,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
326,1,1,0,c54b25f919d47c1782498665853c81880b1f2950,1,1,0,1,1,27,1,28,0.03571428571428571,main.js,1,0,0,0,0,0,1,0,0,,,
327,1,1,0,276d388612c7a865c4996aa365689f29d9ecc439,1,1,0,1,1,27,1,28,0.03571428571428571,main.js,1,0,0,0,0,0,1,0,0,,,
328,1,1,1,752c07faea9b88f9a71e017047eabd038f9b02ee,1,1,0,1,1,149,0,149,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
329,1,1,0,4e99e3eae07f93841d0774a8ab3da927a208838e,0,0,6,2,3,81,689,770,0.8948051948051948,.gitignore;landmarks/anchorage.js;main.js,1,0,1,1,0,1,2,0,0,,,
330,1,1,1,df4615c5f94eeddd9c22ec55b30c40be7de603f6,1,1,0,1,1,27,1,28,0.03571428571428571,main.js,1,0,0,0,0,0,1,0,0,,,
331,1,1,0,752c07faea9b88f9a71e017047eabd038f9b02ee,1,1,0,1,1,2221,10,2231,0.0044822949350067235,main.js,1,0,0,0,0,0,1,0,0,,,
332,1,1,0,752c07faea9b88f9a71e017047eabd038f9b02ee,0,0,1,1,2,126,150,276,0.5434782608695652,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
333,1,1,1,dd39c46e045393a768d42aa4b046754f616e6a63,1,1,0,1,1,26,0,26,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
334,1,1,1,9d0cdd55d97311c1dcbc72cf92a3735dab09936d,1,1,0,1,1,150,0,150,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
335,1,1,0,dd39c46e045393a768d42aa4b046754f616e6a63,0,0,1,1,1,200,25,225,0.1111111111111111,main.js,1,0,0,0,0,0,1,0,0,,,
336,1,1,0,887dd671c032374875950b002a5fc185c65a7f33,1,1,0,1,1,26,0,26,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
337,1,1,1,887dd671c032374875950b002a5fc185c65a7f33,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
338,1,1,0,efdef8f988d70ef07ea8ad419af727de845296a6,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
339,1,1,0,887dd671c032374875950b002a5fc185c65a7f33,0,0,1,1,1,27,202,229,0.8820960698689956,main.js,1,0,0,0,0,0,1,0,0,,,
340,1,1,1,5a90ea1b768108fad7307a5fc78fd16ca2b5346d,1,1,0,1,2,35,1,36,0.027777777777777776,config.js;landmarks/gemini-2.5-pro-hostile-environment-world.js,0,1,0,1,0,1,1,0,0,,,
341,1,1,1,efdef8f988d70ef07ea8ad419af727de845296a6,1,1,0,1,1,166,0,166,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
342,1,1,1,14023efb4dc054c341258c7f984c85a2d5f6be9a,1,1,0,1,1,27,1,28,0.03571428571428571,main.js,1,0,0,0,0,0,1,0,0,,,
343,1,1,1,043b4ceaa3670d11b5f635a21cd9b6f47b2ab4ef,1,1,0,1,1,151,0,151,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
344,1,1,1,36dd5523b58497e0efa3e8b64ae505fc90eb7536,1,1,0,1,1,161,0,161,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
345,1,1,0,36dd5523b58497e0efa3e8b64ae505fc90eb7536,0,0,1,1,2,201,161,362,0.4447513812154696,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
346,1,1,1,ead5c839cf589aec4129cc309c3f01c831c9acb9,1,1,0,1,1,151,0,151,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
347,1,1,1,189f8e52cf5163ffb14111958f68cd6ac4af2b70,1,1,0,1,1,27,1,28,0.03571428571428571,main.js,1,0,0,0,0,0,1,0,0,,,
348,1,1,1,ce26444ebcb8b30609ccbab5935b47815f4b123e,1,1,0,1,1,151,0,151,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
349,1,1,0,ce26444ebcb8b30609ccbab5935b47815f4b123e,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
350,1,1,1,8663c6db183f940aba7aed9dfd1f67fe83753e0a,1,1,0,1,1,166,6,172,0.03488372093023256,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
351,1,1,0,8663c6db183f940aba7aed9dfd1f67fe83753e0a,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
352,1,1,1,4cc382ea888ac929919b9c612970397a79f960e1,1,1,0,1,1,27,1,28,0.03571428571428571,main.js,1,0,0,0,0,0,1,0,0,,,
353,1,1,1,d49e3644b280cfbfe1a20a351961176857d3c7ef,1,1,0,1,1,27,1,28,0.03571428571428571,main.js,1,0,0,0,0,0,1,0,0,,,
354,1,1,1,b0973601eb264817004efcab8324c0bd4ff882b7,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
355,1,1,1,773bd45e4d68978f66168e123dd5963334afa5d9,1,1,0,1,1,27,1,28,0.03571428571428571,main.js,1,0,0,0,0,0,1,0,0,,,
356,1,1,0,751b0d1649faada66fc096024c5787c4d8f0c3ce,1,1,0,1,1,152,1,153,0.006535947712418301,main.js,1,0,0,0,0,0,1,0,0,,,
357,1,1,1,729641306252641814d4660816e2976670a81c9b,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
358,1,1,1,751b0d1649faada66fc096024c5787c4d8f0c3ce,1,1,0,1,1,154,0,154,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
359,1,1,0,38ad9e96273f0b7ebe874d99adefb950fd791f43,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
360,1,1,0,773bd45e4d68978f66168e123dd5963334afa5d9,0,0,2,1,1,158,184,342,0.5380116959064327,main.js,1,0,0,0,0,0,1,0,0,,,
361,1,1,0,751b0d1649faada66fc096024c5787c4d8f0c3ce,0,0,1,1,2,201,154,355,0.43380281690140843,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
362,1,1,1,dd1f0b00ca69f1827c2a0826f7f791a1b9b1b2b9,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
363,1,1,1,7ef0c30d40f81748ad4ed191eac355ffa0b5e1f6,1,1,0,1,1,149,0,149,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
364,1,1,0,a8a151d7197d70fafd5d835239d5e3265bb32ec0,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
365,1,1,1,a8a151d7197d70fafd5d835239d5e3265bb32ec0,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
366,1,1,1,38ad9e96273f0b7ebe874d99adefb950fd791f43,1,1,0,1,1,126,0,126,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
367,1,1,1,535639eb73885008ab8b09d8983fab8336d5c477,1,1,0,1,1,124,0,124,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
368,1,1,1,90d6d9c624727af3f737eb65822277fab6ffe3b0,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
369,1,1,1,e026173e95ef3a6afb8e9b0ab0583ff70b3ca480,1,1,0,1,1,145,0,145,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
370,1,1,0,e026173e95ef3a6afb8e9b0ab0583ff70b3ca480,1,1,0,1,1,276,0,276,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
371,1,1,1,78987f2bcfd803c02ebab69bc26966a67da649e1,1,1,0,1,1,26,0,26,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
372,1,1,0,90d6d9c624727af3f737eb65822277fab6ffe3b0,0,0,1,1,1,201,201,402,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
373,1,1,1,aeed0223b4d0d5c2aae1d0914e5d46ca394394e5,1,1,0,1,1,138,0,138,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
374,1,1,0,78987f2bcfd803c02ebab69bc26966a67da649e1,1,1,0,1,1,202,1,203,0.0049261083743842365,main.js,1,0,0,0,0,0,1,0,0,,,
375,1,1,0,78987f2bcfd803c02ebab69bc26966a67da649e1,1,1,0,1,1,26,0,26,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
376,1,1,0,bc53f06c6cbf8ee7edb2145cb48ee0fddc9ac662,1,1,0,1,1,0,150,150,1.0,main.js,1,0,0,0,0,0,1,0,0,,,
377,1,1,0,bc53f06c6cbf8ee7edb2145cb48ee0fddc9ac662,1,1,0,1,1,202,1,203,0.0049261083743842365,main.js,1,0,0,0,0,0,1,0,0,,,
378,1,1,0,aeed0223b4d0d5c2aae1d0914e5d46ca394394e5,0,0,2,1,2,202,165,367,0.44959128065395093,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
379,1,1,1,bc53f06c6cbf8ee7edb2145cb48ee0fddc9ac662,1,1,0,1,1,26,0,26,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
380,1,1,1,00051ba0aaa83bdad37671c6a8bc05443b2267ad,1,1,0,1,1,27,0,27,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
381,1,1,1,7d7a6967e7dae27a0fe6f72194fe6da22b562315,1,1,0,1,1,0,150,150,1.0,main.js,1,0,0,0,0,0,1,0,0,,,
382,1,1,1,dbf8e729d342023a8ecea02b26f32b7442536110,1,1,0,1,1,27,0,27,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
383,1,1,0,00051ba0aaa83bdad37671c6a8bc05443b2267ad,0,0,1,1,1,201,27,228,0.11842105263157894,main.js,1,0,0,0,0,0,1,0,0,,,
384,1,1,1,dd12031f96ee86db20c053ae01ebb711d2fd41af,1,1,0,1,1,214,0,214,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
385,1,1,0,a06bfde51530eb49e53cb928a04f3b0e9fae78bd,1,1,0,1,1,27,0,27,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
386,1,1,1,b01eb7688ca7863f0cd0af57ed42038c08056ba9,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
387,1,1,1,cee5833f099cd396d4d79f1c9c66e0cc31869b7d,1,1,0,1,1,201,1,202,0.0049504950495049506,main.js,1,0,0,0,0,0,1,0,0,,,
388,1,1,0,7d7a6967e7dae27a0fe6f72194fe6da22b562315,0,0,3,1,2,175,415,590,0.7033898305084746,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
389,1,1,1,87df38191858ef1a977ac87db7b51eb57f728d57,1,1,0,1,1,251,0,251,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
390,1,1,0,87df38191858ef1a977ac87db7b51eb57f728d57,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
391,1,1,0,a06bfde51530eb49e53cb928a04f3b0e9fae78bd,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
392,1,1,0,87df38191858ef1a977ac87db7b51eb57f728d57,0,0,1,1,2,26,252,278,0.9064748201438849,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
393,1,1,1,a06bfde51530eb49e53cb928a04f3b0e9fae78bd,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
394,1,1,1,b8e15dda2c85fd525f9f0ee2bab8abac03a73979,1,1,0,1,1,288,0,288,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
395,1,1,0,cee5833f099cd396d4d79f1c9c66e0cc31869b7d,0,0,1,1,1,202,201,403,0.4987593052109181,main.js,1,0,0,0,0,0,1,0,0,,,
396,1,1,0,cee5833f099cd396d4d79f1c9c66e0cc31869b7d,0,0,1,1,1,27,202,229,0.8820960698689956,main.js,1,0,0,0,0,0,1,0,0,,,
397,1,1,0,b8e15dda2c85fd525f9f0ee2bab8abac03a73979,1,1,0,1,1,26,0,26,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
398,1,1,0,cee5833f099cd396d4d79f1c9c66e0cc31869b7d,0,0,1,1,1,203,201,404,0.4975247524752475,main.js,1,0,0,0,0,0,1,0,0,,,
399,1,1,1,6d27781979795554cbd3a55634a203a7ded88cb1,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
400,1,1,1,27fec6aea99e6aa0103c4a847499cf50339612d8,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
401,1,1,1,d9e4159f6b81d88fbcc183f05db5c246dec9d591,1,1,0,1,1,317,0,317,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
402,1,1,0,27fec6aea99e6aa0103c4a847499cf50339612d8,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
403,1,1,0,27fec6aea99e6aa0103c4a847499cf50339612d8,0,0,2,1,1,153,152,305,0.49836065573770494,main.js,1,0,0,0,0,0,1,0,0,,,
404,1,1,0,d9e4159f6b81d88fbcc183f05db5c246dec9d591,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
405,1,1,1,5577d8ebeeb50b2f2c393e7f1bad5ddc9a7772e5,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
406,1,1,0,5577d8ebeeb50b2f2c393e7f1bad5ddc9a7772e5,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
407,1,1,1,226d258e5b5ec2061de6f4c96e4c12ad78d4f030,1,1,0,1,1,263,0,263,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
408,1,1,0,c5e478dc880ddaab9e0ac760e366a76998b0cfe4,1,1,0,1,1,202,1,203,0.0049261083743842365,main.js,1,0,0,0,0,0,1,0,0,,,
409,1,1,1,c5e478dc880ddaab9e0ac760e366a76998b0cfe4,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
410,1,1,1,fa85c12983f4b5065fe21e7cba7f91d081b51a1a,1,1,0,1,1,202,1,203,0.0049261083743842365,main.js,1,0,0,0,0,0,1,0,0,,,
411,1,1,0,226d258e5b5ec2061de6f4c96e4c12ad78d4f030,0,0,1,1,2,26,264,290,0.9103448275862069,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
412,1,1,0,fa85c12983f4b5065fe21e7cba7f91d081b51a1a,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
413,1,1,0,226d258e5b5ec2061de6f4c96e4c12ad78d4f030,0,0,2,1,2,153,416,569,0.7311072056239016,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
414,1,1,0,fa85c12983f4b5065fe21e7cba7f91d081b51a1a,0,0,1,1,1,27,201,228,0.881578947368421,main.js,1,0,0,0,0,0,1,0,0,,,
415,1,1,1,1d95d229dd593df6560e593339b964fcb596cfe5,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
416,1,1,1,ce5c295a9cc9ca0a3cfd3067127e7de6a812080d,1,1,0,1,1,201,0,201,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
417,1,1,0,ce5c295a9cc9ca0a3cfd3067127e7de6a812080d,1,1,0,1,1,202,1,203,0.0049261083743842365,main.js,1,0,0,0,0,0,1,0,0,,,
418,1,1,0,ce5c295a9cc9ca0a3cfd3067127e7de6a812080d,1,1,0,1,1,27,0,27,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
